Regione;Elettori Maschi;Elettori Femmine;Elettori Totali;Percentuali votanti;Percentuale voti si;Percentuale voti no;Percentuale schede bianche, non valide o contestate
PROVA;483.0;494.0;977.0;66.93961105424769;36.69724770642202;62.53822629969419;0.764525993883792
ABRUZZO;6938.0;7359.0;14297.0;68.72770511296076;34.21534703846937;64.593934459597;1.1907185019336455
